ticker;score_sector;score_general;score_final;sector;p_l;p_vp;dividend_yield;crescimento_lucro;roe;payout_ratio;number_code;outlier
INEP4;0,0;0,0;0,0;Industrials;;;;;;;4;False
AZUL4;0,0;0,0;0,0;Industrials;-1,5919193;;;;;;4;False
CAMB3;0,0;0,0;0,0;Consumer Cyclical;;1,5542738;5,96;-6,0;29,681998;0,2595;3;False
CGRA4;0,0;0,0;0,0;Consumer Cyclical;;0,58437353;10,3599995;102,0;9,887;0,59029996;4;False
RSID3;0,0;0,0;0,0;Consumer Cyclical;-0,20341207;;;;;;3;False
MBLY3;0,0;0,0;0,0;Consumer Cyclical;-2,6;0,36912748;;;-17,669999999999998;;3;False
SHUL4;0,0;0,0;0,0;Consumer Cyclical;;1,5362986;8,01;1,7999999999999998;20,478001000000003;0,6074;4;False
RCSL3;0,0;0,0;0,0;Industrials;;;;;;;3;False
RCSL4;0,0;0,0;0,0;Industrials;;;;;;;4;False
POMO3;0,0;0,0;0,0;Industrials;;1,8319721;8,62;107,3;32,061002;0,5105;3;False
PRNR3;0,0;0,0;0,0;Industrials;;2,292462;0,44;;3,8649999999999998;;3;False
SMFT3;0,0;0,0;0,0;Consumer Cyclical;17,29292;2,2180116;2,7199999999999998;42,699999999999996;18,216999;0,36259997;3;False
WHRL4;0,0;0,0;0,0;Consumer Cyclical;;2,4894767;10,01;172,6;16,874;2,1083999;4;False
ITSA3;0,0;0,0;0,0;Industrials;;1,275395;0,9400000000000001;-7,9;16,341;0,3202;3;False
TPIS3;0,0;0,0;0,0;Industrials;;0,20600542;5,19;-86,3;5,782;;3;False
RAPT3;0,0;0,0;0,0;Industrials;;0,9211088;4,2600001999999995;37,0;14,488000000000001;0,48759997;3;False
EUCA4;0,0;0,0;0,0;Industrials;;0,49374354;5,45;-26,8;16,442;0,0647;4;False
TASA3;0,0;0,0;0,0;Industrials;;0,9131168;3,49;1,0;6,819;0,48490003;3;False
INEP3;0,0;0,0;0,0;Industrials;;;;;;;3;False
RPAD3;0,0;0,0;0,0;Industrials;;0,3628118;;;-7,675;;3;False
HAGA4;0,0;0,0;0,0;Industrials;;;;;;;4;False
AMOB3;0,0;0,0;0,0;Consumer Cyclical;;;;;;;3;False
EUCA3;0,0;0,0;0,0;Industrials;;0,58821434;4,05;-26,8;16,442;0,0588;3;False
CRPG5;0,0;0,0;0,0;Basic Materials;;0,993763;6,0300004;;-17,488001;35,3235;5;False
MWET4;0,0;0,0;0,0;Consumer Cyclical;;;;;;;4;False
SAPR3;0,0;0,0;0,0;Utilities;;0,82164323;5,29;-4,9;14,932;0,2722;3;False
DOTZ3;0,0;0,0;0,0;Communication Services;-5,352113;;;;;;3;False
TAEE4;0,0;0,0;0,0;Utilities;;0,54788417;7,199999999999999;45,0;24,502;0,48009998;4;False
KLBN3;0,0;0,0;0,0;Basic Materials;;2,6902008;3,73;177,4;14,674999999999999;0,76629996;3;False
GOAU3;0,0;0,0;0,0;Basic Materials;;0,52266693;4,64;149,2;9,090999499999999;0,78620005;3;False
DEXP4;0,0;0,0;0,0;Basic Materials;;0,9913103;11,359999;-10,0;20,179;0,32349998;4;False
NUTR3;0,0;0,0;0,0;Basic Materials;;1,237753;;120,0;20,782;;3;False
TKNO4;0,0;0,0;0,0;Basic Materials;;0,61644095;10,39;21,8;15,963;0,3412;4;False
UNIP3;0,0;0,0;0,0;Basic Materials;;1,9441818;7,7199996;-35,0;15,143999999999998;0,445;3;False
TELB4;0,0;0,0;0,0;Communication Services;;0,6417037;;;-15,659999999999998;;4;False
TELB3;0,0;0,0;0,0;Communication Services;;0,9703124;;;-15,659999999999998;;3;False
OIBR4;0,0;0,0;0,0;Communication Services;-2,3799999;;;;;;4;False
MGEL4;0,0;0,0;0,0;Basic Materials;;1,7963473;;;-3,569;;4;False
PTNT3;0,0;0,0;0,0;Consumer Cyclical;;1,1013055;2,91;45,2;9,159;0,46150002;3;False
UNIP5;0,0;0,0;0,0;Basic Materials;;1,972954;8,33;-35,0;15,143999999999998;0,48950002;5;False
CRPG6;0,0;0,0;0,0;Basic Materials;;1,0285864;5,63;;-17,488001;35,3235;6;False
OIBR3;0,0;0,0;0,0;Communication Services;-0,47777775;;;;;;3;False
FESA3;0,0;0,0;0,0;Basic Materials;;1,2043796;4,03;39,0;7,733;0,72980005;3;False
RSUL4;0,0;0,0;0,0;Consumer Cyclical;;1,7190251;3,4799999999999995;-2,8000000000000003;27,779999999999998;0,2332;4;False
PTNT4;0,0;0,0;0,0;Consumer Cyclical;;0,8522727;3,92;45,2;9,159;0,46150002;4;False
CTKA4;0,0;0,0;0,0;Consumer Cyclical;;;;179,29999999999998;;;4;False
CGRA3;0,0;0,0;0,0;Consumer Cyclical;;0,57990754;10,4899995;102,0;9,887;0,59029996;3;False
WLMM4;0,0;0,0;0,0;Consumer Cyclical;;1,4826332;2,2800000000000002;20,5;19,487;0,1904;4;False
WHRL3;0,0;0,0;0,0;Consumer Cyclical;;2,285027;9,83;172,6;16,874;1,9165;3;False
EALT4;0,0;0,0;0,0;Industrials;;1,0880413;0,52;111,9;26,606999999999996;0,024500001;4;False
