ticker;score_sector;score_general;score_final;business_segment;activity_subsector;sector;company_name;crescimento_lucro;crescimento_receita;dividend_yield;Dív. líquida/EBIT;div_liq_ebitda;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;lpa;liq_corrent;M. Bruta;M. EBIT;M. EBITDA;m_liquida;passivos_ativos;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;p_l;P/SR;p_vp;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;roe;ROIC;VPA;number_code;outlier
MULT3;0,39800489055750915;0,47557012904604473;0,44066577172620375;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;MULTIPLAN;23,27;14,28;4,69;2,48;2,29;0,75;9,17;8,49;0,2;2,58;1,43;83,36;67,18;72,62;52,69;0,91;-1,11;17,4;6,69;6,19;8,53;4,5;2,03;0,27;0,45;0,55;10,72;23,75;13,84;10,87;3;False
RCSL3;0,46374101292298814;0,4172511847786178;0,43817160744358447;Material Rodoviário;Material de Transporte;Bens Industriais;RECRUSUL;0,0;66,3;0,0;0,0;0,0;0,0;-5,08;-5,78;0,62;-0,4;0,78;10,07;-34,12;-29,98;-41,23;2,23;-3,34;-23,97;-10,55;-12,01;-8,73;3,6;-11,41;0,93;-0,2;1,2;-25,49;-130,67;108,06;-0,3;3;False
AURA3;0,45826311397807534;0,42018862681576774;0,43732214603880615;Minerais Metálicos;Mineração;Materiais Básicos; AURA MINERALS INC.;0,0;29,52;3,56;0,91;0,0;0,63;8,55;0,0;0,55;-1,27;1,13;38,7;30,45;0,0;-9,71;1,27;-1,96;32,34;7,64;0,0;-23,95;2,33;5,25;0,12;0,24;0,76;-5,29;-21,94;21,37;5,78;3;False
ITUB4;0,38730265759022126;0,4772556700448084;0,4367768144402442;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO ITAU UNIBANCO;8,67;11,68;8,79;0,0;0,0;0,0;6,36;5,6;0,12;4,19;0,0;40,48;14,18;16,1;12,25;0,11;-0,11;0,0;6,74;5,93;7,8;0,96;1,45;0,32;0,08;0,92;1,44;18,57;0,0;22,57;4;False
TPIS3;0,46211232371608224;0,4137078060235351;0,43548983898518134;Exploração de Rodovias;Transporte;Bens Industriais;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;0,0;-2,92;5,34;10,11;4,85;1,4;11,56;5,54;0,47;1,68;0,45;32,87;10,12;21,11;5,69;0,07;-0,07;-0,84;1,45;0,7;2,58;0,15;0,2;-0,01;0,34;0,66;2,67;7,79;3,98;21,5;3;False
MOVI3;0,4277223141566388;0,4404217413992366;0,4347069991400676;Aluguel de carros;Diversos;Consumo Cíclico;MOVIDA;0,0;32,43;3,99;8,49;0,0;5,6;9,28;0,0;0,45;-1,16;0,98;25,2;13,79;0,0;-3,29;0,05;-0,07;-9,63;0,79;0,0;-3,33;0,11;0,52;0,0;0,09;0,91;-1,47;-15,76;7,76;7,34;3;False
SAPR4;0,39091380048499813;0,47021440047201285;0,43452913047785624;Água e Saneamento;Água e Saneamento;Utilidade Pública;SANEPAR;10,9;8,62;5,83;2,09;1,7;0,49;5,59;4,55;0,34;0,99;1,71;58,29;34,9;42,89;22,12;0,42;-0,49;6,27;3,47;2,82;5,47;1,21;0,8;10,45;0,52;0,48;7,59;14,71;10,96;6,74;4;False
EGIE3;0,4039018528593934;0,45947524098560233;0,43446721632880836;Energia Elétrica;Energia Elétrica;Utilidade Pública;ENGIE BRASIL;12,48;2,73;7,35;2,6;2,29;1,6;6,52;5,75;0,21;5,1;0,99;55,23;70,99;80,53;39,01;0,59;-0,69;-396,94;3,92;3,45;7,12;2,78;2,41;0,31;0,25;0,75;8,3;33,86;17,02;15,05;3;False
MRFG3;0,42216881717132704;0,44368004604257666;0,4339999930505144;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;MARFRIG;-30,34;34,79;20,53;7,57;3,31;7,19;9,96;4,35;1,05;0,26;1,23;12,76;3,62;8,29;0,16;0,09;-0,15;1,21;2,39;1,04;53,26;0,09;2,26;-0,48;0,04;0,83;0,17;4,25;4,77;6,08;3;False
MYPK3;0,4226734855015381;0,4388709612929102;0,43158209718679275;Automóveis e Motocicletas;Automóveis e Motocicletas;Consumo Cíclico;IOCHPE MAXION;-1,27;9,23;4,6;4,09;2,73;0,94;6,22;4,14;0,97;1,23;1,56;11,53;6,35;9,54;1,27;0,13;-0,26;0,75;2,13;1,42;10,69;0,14;0,49;-0,04;0,27;0,7;1,23;4,56;8,35;26,94;3;False
SAPR3;0,38698025792210144;0,4679847150478556;0,43153270934126625;Água e Saneamento;Água e Saneamento;Utilidade Pública;SANEPAR;10,9;8,62;5,05;2,09;1,7;0,49;5,59;4,55;0,34;0,99;1,71;58,29;34,9;42,89;22,12;0,44;-0,52;6,58;3,64;2,96;5,74;1,27;0,84;10,97;0,52;0,48;7,59;14,71;10,96;6,74;3;False
WIZC3;0,3899915055019832;0,46427068316385683;0,43084505321601374;Corretoras de Seguros;Previdência e Seguros;Financeiro e Outros;WIZ CO;0,22;13,9;4,14;0,16;0,0;0,15;1,92;0,0;0,51;1,12;0,77;63,22;42,94;0,0;14,23;0,38;-0,48;-6,11;1,75;0,0;5,29;0,75;1,59;0,06;0,24;0,49;7,19;29,99;23,58;3,75;3;False
BMGB4;0,37739670160399674;0,4731092274989953;0,43003859084624596;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO BMG S.A.;-0,95;20,01;9,61;0,0;0,0;0,0;7,22;6,65;0,16;0,63;0,0;45,26;3,9;4,24;4,63;0,05;-0,05;0,0;7,22;6,65;6,08;0,28;0,51;0,09;0,09;0,91;0,76;8,38;0,0;7,56;4;False
MGLU3;0,4192782234234387;0,43401066467388877;0,4273810661111862;Eletrodomésticos;Comércio;Consumo Cíclico;MAGAZINE LUIZA;-9,33;18,72;0,0;2,35;1,21;0,27;6,5;3,36;1,06;0,5;1,24;30,62;3,41;6,61;0,97;0,15;-0,3;1,56;4,15;2,15;14,63;0,14;0,48;-0,11;0,31;0,69;1,03;3,31;5,68;14,97;3;False
B3SA3;0,38547121290707886;0,4615174354980253;0,4272966353320995;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;B3;9,71;12,34;3,26;-0,01;-0,01;0,0;10,61;9,38;0,23;0,79;1,66;89,98;55,08;62,29;41,48;1,35;-2,02;10,09;10,62;9,39;14,1;5,85;3,31;6,37;0,41;0,59;9,54;23,46;13,32;3,39;3;False
IGTI4;0,3746238910043378;0,46909367740331354;0,4265822735237745;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;JEREISSATI;24,08;10,36;4,25;2,45;1,84;0,38;10,16;7,65;0,14;0,31;2,76;66,53;55,62;73,8;31,62;1,2;-1,64;7,11;15,39;11,6;27,07;8,56;2,38;0,75;0,51;0,49;4,45;8,78;7,75;3,57;4;False
MNPR3;0,43465627942600427;0,4193252966301601;0,42622423888829;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;MINUPAR;0,0;13,02;0,0;-0,01;0,0;0,0;6,22;4,43;0,96;0,46;0,34;23,25;9,47;13,28;0,96;0,56;-1,27;-0,52;6,23;4,44;61,16;0,59;-0,62;-0,34;-0,91;1,91;0,92;-1,01;-9,21;-44,96;3;False
RDNI3;0,4075807010760255;0,4393232916451445;0,425039125889041;Incorporações;Construção Civil;Consumo Cíclico;RNI NEGÓCIOS IMOBILIÁRIOS;0,0;17,03;0,0;-4,34;-4,7;1,66;-5,28;-5,72;0,27;-6,97;1,44;6,47;-27,78;-25,66;-68,67;0,07;-0,12;0,57;-0,94;-1,01;-0,38;0,26;0,36;0,0;0,19;0,79;-18,37;-94,5;-15,21;7,38;3;False
ALPK3;0,4524664168117867;0,40114356147498414;0,4242388463765453;Serviços Diversos;Serviços;Bens Industriais;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;0,0;6,73;0,0;6,04;0,0;3,49;9,18;0,0;0,58;-0,1;0,71;32,19;13,57;0,0;-1,41;0,25;-0,3;-3,11;3,14;0,0;-30,21;0,43;1,81;0,38;0,14;0,86;-0,81;-6,0;10,67;1,64;3;False
TAEE3;0,38011678403313226;0,4601852570482836;0,42415444419146553;Energia Elétrica;Energia Elétrica;Utilidade Pública;TAESA;9,5;15,51;8,77;3,29;4,05;1,29;7,42;9,15;0,2;1,63;1,42;62,19;69,42;56,34;42,82;0,56;-0,66;12,08;4,13;5,08;6,69;2,86;1,62;0,14;0,34;0,66;8,35;24,22;15,21;6,73;3;False
